model,public_f1,threshold,accuracy,precision,recall,positive_predictions
fine_blend_logreg_0.725_tabicl_0.275,0.5634050021939447,0.43507261422388754,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.719_tabicl_0.281,0.5634050021939447,0.43385450461256525,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.720_tabicl_0.280,0.5634050021939447,0.43410322586168354,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.721_tabicl_0.279,0.5634050021939447,0.43432901767846466,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.778_tabicl_0.222,0.5634050021939447,0.44456308034781905,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.779_tabicl_0.221,0.5634050021939447,0.444684833432189,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.780_tabicl_0.220,0.5634050021939447,0.4448065865165591,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.781_tabicl_0.219,0.5634050021939447,0.44492833960092915,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.782_tabicl_0.218,0.5634050021939447,0.44505009268529916,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.783_tabicl_0.217,0.5634050021939447,0.4451718457696692,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.784_tabicl_0.216,0.5634050021939447,0.4452935988540392,0.6683333333333333,0.46087580760947594,0.7246049661399548,1393
fine_blend_logreg_0.712_tabicl_0.288,0.5631578947368421,0.4321134558687371,0.668,0.460545193687231,0.7246049661399548,1394
fine_blend_logreg_0.713_tabicl_0.287,0.5631578947368421,0.4323621771178554,0.668,0.460545193687231,0.7246049661399548,1394
fine_blend_logreg_0.711_tabicl_0.289,0.5631578947368421,0.43186473461961883,0.668,0.460545193687231,0.7246049661399548,1394
fine_blend_logreg_0.710_tabicl_0.290,0.5631578947368421,0.4316160133705005,0.668,0.460545193687231,0.7246049661399548,1394
fine_blend_logreg_0.785_tabicl_0.215,0.5631578947368421,0.44541535193840925,0.668,0.460545193687231,0.7246049661399548,1394
fine_blend_logreg_0.707_tabicl_0.293,0.5631324241091069,0.4330238208242754,0.669,0.46142754145638065,0.7223476297968398,1387
fine_blend_logreg_0.709_tabicl_0.291,0.5631324241091069,0.4334085740628256,0.669,0.46142754145638065,0.7223476297968398,1387
fine_blend_logreg_0.708_tabicl_0.292,0.5631324241091069,0.4332161974435505,0.669,0.46142754145638065,0.7223476297968398,1387
fine_blend_logreg_0.789_tabicl_0.211,0.5629110039456379,0.4459023642758894,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.786_tabicl_0.214,0.5629110039456379,0.4455371050227793,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.787_tabicl_0.213,0.5629110039456379,0.44565885810714934,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.788_tabicl_0.212,0.5629110039456379,0.44578061119151935,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.793_tabicl_0.207,0.5629110039456379,0.4463893766133695,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.790_tabicl_0.210,0.5629110039456379,0.4460241173602595,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.791_tabicl_0.209,0.5629110039456379,0.4461458704446295,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.792_tabicl_0.208,0.5629110039456379,0.4462676235289995,0.6676666666666666,0.46021505376344085,0.7246049661399548,1395
fine_blend_logreg_0.700_tabicl_0.300,0.5628847845206685,0.4316771844893497,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.704_tabicl_0.296,0.5628847845206685,0.43244669096645005,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.705_tabicl_0.295,0.5628847845206685,0.4326390675857252,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.706_tabicl_0.294,0.5628847845206685,0.4328314442050003,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.703_tabicl_0.297,0.5628847845206685,0.43225431434717504,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.701_tabicl_0.299,0.5628847845206685,0.43186956110862484,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.702_tabicl_0.298,0.5628847845206685,0.4320619377278999,0.6686666666666666,0.4610951008645533,0.7223476297968398,1388
fine_blend_logreg_0.804_tabicl_0.196,0.5628534145280557,0.4442473074832506,0.665,0.4578910120311394,0.7302483069977427,1413
fine_blend_logreg_0.807_tabicl_0.193,0.5628534145280557,0.4447016743641118,0.665,0.4578910120311394,0.7302483069977427,1413
fine_blend_logreg_0.805_tabicl_0.195,0.5628534145280557,0.44446171543841734,0.665,0.4578910120311394,0.7302483069977427,1413
