public_f1,threshold,accuracy,precision,recall,positive_predictions,model
0.564282580078982,0.43091479954693895,0.669,0.46159368269921036,0.7257336343115124,1393,blend_c2_0.708_grid_0.037_tabicl_0.255
0.564282580078982,0.4323810810103843,0.669,0.46159368269921036,0.7257336343115124,1393,blend_c2_0.715_grid_0.030_tabicl_0.255
0.5641476274165202,0.4434380273781564,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.770_grid_0.000_tabicl_0.230
0.5641476274165202,0.43999840780279303,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.752_grid_0.008_tabicl_0.240
0.5641476274165202,0.43841778167714957,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.745_grid_0.015_tabicl_0.240
0.5641476274165202,0.4425085306532965,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.765_grid_0.000_tabicl_0.235
0.5641476274165202,0.4405088446023721,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.755_grid_0.000_tabicl_0.245
0.5641476274165202,0.4390228815085448,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.747_grid_0.008_tabicl_0.245
0.5641476274165202,0.44157903392843656,0.6693333333333333,0.4618705035971223,0.7246049661399548,1390,blend_c2_0.760_grid_0.000_tabicl_0.240
0.5640350877192982,0.4351842788966052,0.6686666666666666,0.4612625538020086,0.7257336343115124,1394,blend_c2_0.730_grid_0.015_tabicl_0.255
0.5640350877192982,0.43382639414779917,0.6686666666666666,0.4612625538020086,0.7257336343115124,1394,blend_c2_0.723_grid_0.022_tabicl_0.255
0.5640350877192982,0.43790004839421737,0.6686666666666666,0.4612625538020086,0.7257336343115124,1394,blend_c2_0.745_grid_0.000_tabicl_0.255
0.5640350877192982,0.4365421636454113,0.6686666666666666,0.4612625538020086,0.7257336343115124,1394,blend_c2_0.738_grid_0.007_tabicl_0.255
0.5640350877192982,0.43711488799506304,0.6686666666666666,0.4612625538020086,0.7257336343115124,1394,blend_c2_0.740_grid_0.000_tabicl_0.260
0.5638998682476943,0.4364252811759963,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.735_grid_0.015_tabicl_0.250
0.5638998682476943,0.43937752573326905,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.750_grid_0.000_tabicl_0.250
0.5638998682476943,0.43683715555150604,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.737_grid_0.023_tabicl_0.240
0.5638998682476943,0.43750908266446914,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.740_grid_0.015_tabicl_0.245
0.5638998682476943,0.4441977674505286,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.775_grid_0.000_tabicl_0.225
0.5638998682476943,0.4418366035403334,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.762_grid_0.008_tabicl_0.230
0.5638998682476943,0.44091750567156324,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.757_grid_0.008_tabicl_0.235
0.5638998682476943,0.4427557014091036,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.767_grid_0.008_tabicl_0.225
0.5638998682476943,0.4379014034546327,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.742_grid_0.007_tabicl_0.250
0.5638998682476943,0.4360020535792769,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.730_grid_0.000_tabicl_0.270
0.5638998682476943,0.43540291845894213,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.728_grid_0.007_tabicl_0.265
0.5638998682476943,0.4338742866137474,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.720_grid_0.015_tabicl_0.265
0.5638998682476943,0.4368030119474602,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.735_grid_0.000_tabicl_0.265
0.5638998682476943,0.4346539873141502,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.725_grid_0.015_tabicl_0.260
0.5638998682476943,0.43600275874249456,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.733_grid_0.007_tabicl_0.260
0.5638998682476943,0.4332439549251434,0.669,0.46153846153846156,0.7246049661399548,1391,blend_c2_0.718_grid_0.022_tabicl_0.260
0.5637878123629987,0.4294485180834935,0.6683333333333333,0.46093189964157705,0.7257336343115124,1395,blend_c2_0.700_grid_0.045_tabicl_0.255
0.5637642919964819,0.43976019289216006,0.6693333333333333,0.4618155619596542,0.7234762979683973,1388,blend_c2_0.750_grid_0.015_tabicl_0.235
0.5636523266022827,0.4359388553949154,0.6686666666666666,0.46120689655172414,0.7246049661399548,1392,blend_c2_0.732_grid_0.023_tabicl_0.245
0.5636523266022827,0.4334730366187237,0.6686666666666666,0.46120689655172414,0.7246049661399548,1392,blend_c2_0.720_grid_0.030_tabicl_0.250
0.5636523266022827,0.4349491588973601,0.6686666666666666,0.46120689655172414,0.7246049661399548,1392,blend_c2_0.727_grid_0.022_tabicl_0.250
